processo,job_type,produto,job_id,job_name,qtd_ok,exito,fallo,fallo,fim,time,pol/sec,usuario
JOB,Renew Policy [ODM],ScotiabankSalud,505951,Pruebas_PERF_CAP_RENEW_ScotiabankSalud,987900,4439,0,31/05/2023 20:53,01/06/2023 7:49,39413,25.07,
JOB,Renew Policy [ODM],ScotiabankSalud,505901,Pruebas_PERF_CAP_RENEW_ScotiabankSalud,150,39,0,31/05/2023 16:03,31/05/2023 18:51,10135,0.01,
JOB,Renew Policy [ODM],ScotiabankSalud,505032,Pruebas_PERF_CAP_RENEW_ScotiabankSalud,1360,165,0,31/05/2023 12:13,31/05/2023 13:57,6248,0.22,
JOB,Close For Maturity [ODM],ScotiabankSalud,505031,Pruebas_PERF_CAP_CIERRE_ScotiabankSalud,0,0,0,31/05/2023 10:41,31/05/2023 10:41,8,0,f47755 - Maria Canencio
JOB,Close For Maturity [ODM],ScotiabankSalud,505030,Pruebas_PERF_CAP_CIERRE_ScotiabankSalud,0,0,0,31/05/2023 7:44,31/05/2023 7:45,89,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaEsencialIndx,505028,Rescind Unpaid - Vida Esencial Indx,0,0,0,31/05/2023 7:30,31/05/2023 7:30,2,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaPlusIndx,505029,Rescind Unpaid - Vida Plus Indx,0,0,0,31/05/2023 7:30,31/05/2023 7:30,2,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaIndx,505027,Rescind Unpaid - Vida Indx,0,0,0,31/05/2023 7:30,31/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankSalud,505024,Rescind Unpaid - Salud,97,97,0,31/05/2023 7:30,31/05/2023 7:33,184,0.53,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitud,505025,Rescind Unpaid - Plenitud,0,0,0,31/05/2023 7:30,31/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankValorFactura4_24,505026,Rescind Unpaid - ValorFactura4_24,0,0,0,31/05/2023 7:30,31/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesTMK,505020,Rescind Unpaid - GAPAutopartesTMK,0,0,0,31/05/2023 7:30,31/05/2023 7:30,2,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminisMH,505021,Rescind Unpaid - Plenitud GeminisMH,0,0,0,31/05/2023 7:30,31/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminis,505022,Rescind Unpaid - Plenitud Geminis,0,0,0,31/05/2023 7:30,31/05/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankProteccionFinanciera,505023,Rescind Unpaid - ProteccionFinanciera,0,0,0,31/05/2023 7:30,31/05/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankBienesPersonalesAnualIndx,505016,Rescind Unpaid - Bienes Personales,0,0,0,31/05/2023 7:30,31/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankCuidadosEsencial,505017,Rescind Unpaid - CuidadosEsencial,0,0,0,31/05/2023 7:30,31/05/2023 7:30,2,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesSucursales,505018,Rescind Unpaid - GAPAutopartesSucursales,0,0,0,31/05/2023 7:30,31/05/2023 7:30,2,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPMH,505019,Rescind Unpaid - PMH,0,0,0,31/05/2023 7:30,31/05/2023 7:30,4,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankBienesPersonalesAnualIndx,505014,Rescind Not Paid - Bienes Personales,0,0,0,31/05/2023 7:00,31/05/2023 7:00,22,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminisMH,505015,Rescind Not Paid - Plenitud GeminisMH,0,0,0,31/05/2023 7:00,31/05/2023 7:00,20,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPMH,505011,Rescind Not Paid - PMH,0,0,0,31/05/2023 7:00,31/05/2023 7:00,21,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitud,505012,Rescind Not Paid - Plenitud,0,0,0,31/05/2023 7:00,31/05/2023 7:00,21,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaPlusIndx,505013,Rescind Not Paid - Vida Plus Indx,0,0,0,31/05/2023 7:00,31/05/2023 7:00,23,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesTMK,505010,Rescind Not Paid - GAPAutopartesTMK,27,0,27,31/05/2023 7:00,31/05/2023 7:00,30,0.9,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminis,505008,Rescind Not Paid - Plenitud Geminis,0,0,0,31/05/2023 7:00,31/05/2023 7:00,24,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaIndx,505009,Rescind Not Paid - Vida Indx,0,0,0,31/05/2023 7:00,31/05/2023 7:00,12,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesSucursales,505005,Rescind Not Paid - GAPAutopartesSucursales,130,0,130,31/05/2023 7:00,31/05/2023 8:35,5747,0.02,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaEsencialIndx,505006,Rescind Not Paid - Vida Esencial Indx,0,0,0,31/05/2023 7:00,31/05/2023 7:00,25,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankProteccionFinanciera,505007,Rescind Not Paid - ProteccionFinanciera,0,0,0,31/05/2023 7:00,31/05/2023 7:00,26,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankSalud,505004,Rescind Not Paid - Salud,27526,4,27522,31/05/2023 7:00,31/05/2023 10:01,10915,2.52,
JOB,Cancel Policy by Payment Expiration,ScotiabankCuidadosEsencial,505003,Rescind Not Paid - CuidadosEsencial,0,0,0,31/05/2023 7:00,31/05/2023 7:00,26,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankValorFactura4_24,505002,Rescind Not Paid - ValorFactura4_24,0,0,0,31/05/2023 7:00,31/05/2023 7:00,27,0,
JOB,Renew Policy [ODM],ScotiabankSalud,505001,Pruebas_PERF_CAP_RENEW_ScotiabankSalud,27309,27309,0,30/05/2023 20:48,30/05/2023 23:42,10446,2.61,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaPlusIndx,504929,Rescind Unpaid - Vida Plus Indx,0,0,0,30/05/2023 7:30,30/05/2023 7:30,2,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaIndx,504930,Rescind Unpaid - Vida Indx,0,0,0,30/05/2023 7:30,30/05/2023 7:30,2,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankSalud,504926,Rescind Unpaid - Salud,0,0,0,30/05/2023 7:30,30/05/2023 7:30,45,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankValorFactura4_24,504927,Rescind Unpaid - ValorFactura4_24,0,0,0,30/05/2023 7:30,30/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaEsencialIndx,504928,Rescind Unpaid - Vida Esencial Indx,0,0,0,30/05/2023 7:30,30/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankProteccionFinanciera,504925,Rescind Unpaid - ProteccionFinanciera,0,0,0,30/05/2023 7:30,30/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPMH,504921,Rescind Unpaid - PMH,0,0,0,30/05/2023 7:30,30/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitud,504922,Rescind Unpaid - Plenitud,0,0,0,30/05/2023 7:30,30/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminis,504923,Rescind Unpaid - Plenitud Geminis,0,0,0,30/05/2023 7:30,30/05/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminisMH,504924,Rescind Unpaid - Plenitud GeminisMH,0,0,0,30/05/2023 7:30,30/05/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankBienesPersonalesAnualIndx,504917,Rescind Unpaid - Bienes Personales,0,0,0,30/05/2023 7:30,30/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankCuidadosEsencial,504918,Rescind Unpaid - CuidadosEsencial,0,0,0,30/05/2023 7:30,30/05/2023 7:30,2,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesSucursales,504919,Rescind Unpaid - GAPAutopartesSucursales,0,0,0,30/05/2023 7:30,30/05/2023 7:30,2,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesTMK,504920,Rescind Unpaid - GAPAutopartesTMK,0,0,0,30/05/2023 7:30,30/05/2023 7:30,3,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesSucursales,504916,Rescind Not Paid - GAPAutopartesSucursales,130,0,130,30/05/2023 7:00,30/05/2023 8:10,4210,0.03,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaEsencialIndx,504913,Rescind Not Paid - Vida Esencial Indx,0,0,0,30/05/2023 7:00,30/05/2023 7:00,15,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaPlusIndx,504914,Rescind Not Paid - Vida Plus Indx,0,0,0,30/05/2023 7:00,30/05/2023 7:00,15,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaIndx,504915,Rescind Not Paid - Vida Indx,0,0,0,30/05/2023 7:00,30/05/2023 7:00,3,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankSalud,504911,Rescind Not Paid - Salud,27543,20,27523,30/05/2023 7:00,30/05/2023 9:56,10570,2.61,
JOB,Cancel Policy by Payment Expiration,ScotiabankProteccionFinanciera,504910,Rescind Not Paid - ProteccionFinanciera,0,0,0,30/05/2023 7:00,30/05/2023 7:00,16,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankValorFactura4_24,504912,Rescind Not Paid - ValorFactura4_24,0,0,0,30/05/2023 7:00,30/05/2023 7:00,15,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitud,504907,Rescind Not Paid - Plenitud,0,0,0,30/05/2023 7:00,30/05/2023 7:00,15,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminis,504908,Rescind Not Paid - Plenitud Geminis,0,0,0,30/05/2023 7:00,30/05/2023 7:00,17,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminisMH,504909,Rescind Not Paid - Plenitud GeminisMH,0,0,0,30/05/2023 7:00,30/05/2023 7:00,17,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesTMK,504905,Rescind Not Paid - GAPAutopartesTMK,27,0,27,30/05/2023 7:00,30/05/2023 7:00,51,0.53,
JOB,Cancel Policy by Payment Expiration,ScotiabankBienesPersonalesAnualIndx,504903,Rescind Not Paid - Bienes Personales,0,0,0,30/05/2023 7:00,30/05/2023 7:00,17,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankCuidadosEsencial,504904,Rescind Not Paid - CuidadosEsencial,0,0,0,30/05/2023 7:00,30/05/2023 7:00,17,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPMH,504906,Rescind Not Paid - PMH,0,0,0,30/05/2023 7:00,30/05/2023 7:00,16,0,
JOB,Renew Policy [ODM],ScotiabankSalud,504902,Pruebas_PERF_CAP_RENEW_ScotiabankSalud,27297,27297,0,29/05/2023 21:52,30/05/2023 1:15,12228,2.23,
JOB,Renew Policy [ODM],ScotiabankSalud,504901,Pruebas_PERF_CAP_RENEW_ScotiabankSalud,27290,27289,0,29/05/2023 16:23,29/05/2023 18:41,8307,3.29,mantovanika
JOB,Renew Policy [ODM],ScotiabankSalud,503917,Pruebas_PERF_CAP_RENEW_ScotiabankSalud,22525030,21219,0,26/05/2023 13:31,29/05/2023 7:58,239227,94.16,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaPlusIndx,503915,Rescind Unpaid - Vida Plus Indx,0,0,0,26/05/2023 7:30,26/05/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaIndx,503916,Rescind Unpaid - Vida Indx,0,0,0,26/05/2023 7:30,26/05/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankValorFactura4_24,503913,Rescind Unpaid - ValorFactura4_24,0,0,0,26/05/2023 7:30,26/05/2023 7:30,5,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaEsencialIndx,503914,Rescind Unpaid - Vida Esencial Indx,0,0,0,26/05/2023 7:30,26/05/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankProteccionFinanciera,503911,Rescind Unpaid - ProteccionFinanciera,0,0,0,26/05/2023 7:30,26/05/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankSalud,503912,Rescind Unpaid - Salud,0,0,0,26/05/2023 7:30,26/05/2023 7:30,42,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminisMH,503910,Rescind Unpaid - Plenitud GeminisMH,0,0,0,26/05/2023 7:30,26/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPMH,503907,Rescind Unpaid - PMH,0,0,0,26/05/2023 7:30,26/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitud,503908,Rescind Unpaid - Plenitud,0,0,0,26/05/2023 7:30,26/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminis,503909,Rescind Unpaid - Plenitud Geminis,0,0,0,26/05/2023 7:30,26/05/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankBienesPersonalesAnualIndx,503903,Rescind Unpaid - Bienes Personales,0,0,0,26/05/2023 7:30,26/05/2023 7:30,1,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankCuidadosEsencial,503904,Rescind Unpaid - CuidadosEsencial,0,0,0,26/05/2023 7:30,26/05/2023 7:30,2,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesSucursales,503905,Rescind Unpaid - GAPAutopartesSucursales,0,0,0,26/05/2023 7:30,26/05/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesTMK,503906,Rescind Unpaid - GAPAutopartesTMK,0,0,0,26/05/2023 7:30,26/05/2023 7:30,3,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesSucursales,502949,Rescind Not Paid - GAPAutopartesSucursales,130,0,130,26/05/2023 7:00,26/05/2023 8:54,6886,0.02,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesTMK,502950,Rescind Not Paid - GAPAutopartesTMK,27,0,27,26/05/2023 7:00,26/05/2023 7:00,11,2.45,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminisMH,503901,Rescind Not Paid - Plenitud GeminisMH,0,0,0,26/05/2023 7:00,26/05/2023 7:00,7,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankValorFactura4_24,503902,Rescind Not Paid - ValorFactura4_24,0,0,0,26/05/2023 7:00,26/05/2023 7:00,7,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankSalud,502946,Rescind Not Paid - Salud,27524,1,27523,26/05/2023 7:00,26/05/2023 10:50,13825,1.99,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminis,502945,Rescind Not Paid - Plenitud Geminis,0,0,0,26/05/2023 7:00,26/05/2023 7:00,8,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitud,502947,Rescind Not Paid - Plenitud,0,0,0,26/05/2023 7:00,26/05/2023 7:00,6,0,
